"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111"
8.70387016260319,8.67733327973715,8.65119676797768,8.62552601072525,8.60038824482965,8.5758504499454,8.55197672740887,8.52882528580358,8.50644524225351,8.48487352956545,8.46413224540294,8.44422676932238,8.42514489738991,8.40685711156914,8.38931793991001,8.37246821163155,8.35623790319502,8.34054922725343,8.3253196360271,8.31046447781042,8.29589913562629,8.28154056722892,8.26730823938684,8.253124499021,8.23891444892001,8.22460540036036,8.21012596452689,8.19540482421486,8.18036920042125,8.16494299667683,8.14904456687793,8.13258400740166,8.11545981652561,8.09755468572011,8.0787300762631,8.0588190734995,8.03761677709773,8.01486715731649,7.99024489989075,7.96333047455771,7.93357745672027,7.90027707366355,7.86255314463706,7.81954569870684,7.77148944320196,7.72437146566509,7.70045403297057,7.72203820879632,7.76949851648672,7.81902856009516,7.86367369288724,7.90296642421446,7.93773188748657,7.96885117014038,7.99704243522295,8.02285905632896,8.04672431176386,8.0689644447848,8.08983399914502,8.10953419110398,8.1282260800442,8.14604004946191,8.16308270130564,8.17944193079037,8.19519070890464,8.21038993580798,8.22509061747711,8.23933554291752,8.25316058804232,8.26659573698645,8.27966588695624,8.29239148528227,8.30478903488114,8.31687149532076,8.32864860010098,8.34012710590212,8.35131098593307,8.36220157678554,8.37279768613371,8.38309566703912,8.39308946341695,8.40277063031929,8.4121283320585,8.42114932083113,8.42981789844724,8.43811586411075,8.44602245208255,8.45351426473548,8.46056520936026,8.46714645170016,8.47322640650572,8.4787707968537,8.48374283183172,8.48810358000238,8.49181265941295,8.49482943254134,8.49711499999628,8.49863545049556,8.49936707623584,8.49930464102929,8.49847433277505,8.49695374606971,8.4949019876603,8.49260323118624,8.49052525921712,8.48938744896556,8.4902153051417,8.49432928110824,8.5031916827422,8.51806999279612,8.53961431420055
8.67575118234447,8.64851257053287,8.62167995386388,8.59532931494287,8.56954021574987,8.54439332881108,8.51996720268297,8.49633438322025,8.47355715776448,8.45168332992927,8.43074252582861,8.4107435368358,8.39167309680503,8.37349628493028,8.35615848686361,8.33958860448197,8.32370304070211,8.30840993246571,8.29361315723917,8.27921576201,8.2651226140242,8.25124221090599,8.23748769128199,8.22377714860766,8.21003337499728,8.19618315838058,8.18215623584821,8.16788397724884,8.15329784174464,8.13832761925575,8.12289943973532,8.10693350619815,8.09034148263296,8.07302344736584,8.0548643132066,8.03572963767613,8.01546085115515,7.9938702478727,7.97073694479218,7.9458072723189,7.91880898010937,7.88950426470155,7.85784762988271,7.82441504813267,7.79144766699257,7.76469017294987,7.75364450439241,7.7643069899602,7.79150524538872,7.82562046205483,7.86052164376095,7.89373870761299,7.92459917889441,7.95311220513678,7.97950249146166,8.0040375332364,8.0269688526902,8.04851554199666,8.06886290264184,8.08816596271123,8.10655408949119,8.12413536963515,8.14100036487534,8.15722519805236,8.17287404106161,8.1880011045267,8.20265222491848,8.21686613078875,8.2306754543623,8.24410754092146,8.25718509699301,8.26992670923785,8.28234725881307,8.29445825044247,8.30626807114934,8.31778219028607,8.32900330990704,8.33993147249176,8.35056413139309,8.36089618805187,8.3709199989054,8.38062535396723,8.38999942823738,8.3990267064063,8.40768888075876,8.41596472181595,8.42382992117046,8.43125690633469,8.43821462851273,8.44466832646844,8.450579273839,8.45590452455576,8.46059668351694,8.46460375071638,8.46786912241634,8.47033189242173,8.47192769671854,8.47259051412565,8.4722561225062,8.47086839517402,8.46839043446986,8.46482386570457,8.46024165650892,8.45484255610509,8.44903753771032,8.44357584228403,8.43969756574703,8.4392385233091,8.44450777056065,8.45772366164595,8.48009274966476
8.6475323753499,8.61952784621048,8.5919293638749,8.56482506744457,8.53830916474687,8.51247911738528,8.4874316852185,8.46325792791683,8.44003749061345,8.41783274432733,8.39668353646343,8.3766033508543,8.35757752795324,8.33956386546232,8.32249549223593,8.30628551076204,8.29083265014727,8.27602711586299,8.26175594394801,8.24790739432655,8.23437416729168,8.22105543632039,8.20785782950589,8.19469555995138,8.18148991804002,8.16816831617401,8.15466303761328,8.14090979842424,8.12684619301982,8.11241006330163,8.09753781103769,8.08216266482696,8.06621292091775,8.04961021056351,8.03226792558528,8.01409010035621,7.99497138968406,7.97479947941479,7.95346269832761,7.93086854712354,7.9069848642551,7.88192703396198,7.85613431394562,7.83069653586665,7.80784045180028,7.79124910455643,7.78518551918833,7.7918116628113,7.809279586166,7.83338148560754,7.86031801438978,7.88773610542494,7.9144633047448,7.94001501273209,7.96425246329586,7.98719585329768,8.00893131285613,8.02956667979031,8.04921130357676,8.06796742089951,8.08592701848404,8.10317123384365,8.11977086721908,8.13578731881954,8.15127362788507,8.16627546793934,8.18083203951566,8.19497684335958,8.2087383362762,8.22214047974344,8.23520319388561,8.24794272930507,8.26037196807282,8.27250066360853,8.28433562758085,8.29588087047374,8.30713770113515,8.31810478944316,8.328778195159,8.33915136504656,8.34921509938477,8.35895748804648,8.36836381533724,8.37741643175867,8.38609458977263,8.39437423949741,8.40222777908346,8.40962375334754,8.41652649319302,8.42289568761426,8.42868588005107,8.43384588222553,8.43831810264107,8.44203779601412,8.444932258387,8.44692002860406,8.44791022529968,8.44780227804612,8.4464865562292,8.44384686423567,8.43976665867457,8.434142538975,8.42691177941955,8.41810659295496,8.40795783131551,8.39708391578748,8.38680214169501,8.37952833227118,8.3789552939395,8.38926023783675,8.41295399384731
8.61923435117894,8.59039119822458,8.56194604465913,8.53400074223468,8.50666675707866,8.48006210101692,8.45430657982468,8.42951536833858,8.40579127833104,8.38321650717971,8.36184501837321,8.34169684789784,8.32275543145697,8.30496850608814,8.28825240885075,8.27249892142228,8.25758341163264,8.24337298935951,8.22973366215889,8.21653589324443,8.20365837623817,8.19099014891259,8.17843134156461,8.16589291283724,8.15329570544365,8.14056909483316,8.12764943384159,8.11447843277534,8.10100156531398,8.08716655901523,8.07292201612904,8.05821621774743,8.04299619723524,8.02720723906344,8.01079308971904,7.99369740159165,7.97586734729894,7.95726107944663,7.93786200027236,7.9177049825682,7.89692304932435,7.87582708498468,7.8550319361843,7.83562536862759,7.81930883328146,7.80829794440267,7.80469634231929,7.80945156409517,7.82175643113636,7.83956181720533,7.86062433465457,7.88318408984616,7.9061001534562,7.92872022010493,7.95070992109519,7.97192238616222,7.9923148706013,8.01189955016492,8.0307156223344,8.04881386973933,8.06624830544707,8.08307178733038,8.09933383722136,8.11507967213148,8.13034989000395,8.14518049715499,8.15960310237683,8.17364518052943,8.18733035251238,8.20067865342393,8.21370677472404,8.2264282739937,8.23885375009725,8.25099098373422,8.26284504439192,8.27441836507375,8.285710786157,8.29671956947014,8.30743938324219,8.31786225798702,8.32797751264307,8.33777164937635,8.34722821434774,8.35632762041234,8.36504692611924,8.37335956346576,8.38123500456582,8.38863835463958,8.39552985541903,8.40186427908298,8.40759018807731,8.41264903058921,8.41697403513744,8.42048886122032,8.4231059576433,8.42472457943685,8.42522842591708,8.42448290364632,8.42233212687026,8.41859602916269,8.41306856464845,8.40551936385319,8.3957043996457,8.38339860666915,8.36848046247245,8.35113652152685,8.33232682974153,8.31472054529934,8.30399695119786,8.30865360805915,8.33481249623834
8.59088761644508,8.56112421669543,8.53173930653971,8.50284980413494,8.47458722262817,8.4470945970136,8.42052096302745,8.39501317643108,8.37070539779852,8.34770729587689,8.32609273554162,8.30589109504417,8.28708311631315,8.26960228041599,8.25334140184793,8.23816295095195,8.22391098134681,8.21042260065522,8.19753750244495,8.18510484640063,8.17298744576622,8.1610636530128,8.14922751933226,8.13738780827253,8.12546635134078,8.11339610901313,8.10111918362167,8.0885849389097,8.07574831930436,8.06256842878794,8.04900742217486,8.03502978004725,8.02060208596966,8.0056935102502,7.99027734634557,7.97433417393283,7.95785758203168,7.94086393581917,7.92340846380588,7.90561093524019,7.88769499175973,7.87004438706493,7.85327335241769,7.8382903377303,7.82629931647651,7.81864830913423,7.81647088773987,7.82024250733763,7.82955757982191,7.84331936487763,7.86017774451925,7.87890363657294,7.89855818653505,7.91850122167085,7.93833030006594,7.95780975864328,7.97681289237095,7.99528103984013,8.01319658036132,8.03056576477729,8.04740802929879,8.0637494365881,8.0796186976012,8.09504479197618,8.11005557289386,8.1246769750529,8.13893258935768,8.15284345766818,8.16642799645362,8.17970199253723,8.19267863542215,8.20536856393865,8.21777991321631,8.22991835315137,8.24178711276315,8.25338698682287,8.26471632231443,8.27577098289953,8.28654428974478,8.29702693689752,8.30720687889431,8.31706918745293,8.32659587291101,8.33576566449396,8.34455374145659,8.35293140455227,8.36086567400159,8.36831879595169,8.3752476340432,8.38160291570166,8.38732829353347,8.39235916985892,8.39662121572531,8.40002849298585,8.40248105683331,8.40386187340327,8.40403282890198,8.40282952957612,8.40005449565971,8.39546825113151,8.38877776416482,8.37962190022823,8.36755464077644,8.35203077479995,8.33241195134062,8.30805445577959,8.27868384987659,8.24570970179593,8.21605108298303,8.20778848175669,8.23964965163848
8.56253560967021,8.53176153008309,8.50133057248727,8.47137551140005,8.44205058988581,8.41352897873875,8.38599675812049,8.35964272366481,8.33464408336681,8.31114935024158,8.28926113800992,8.26902250172191,8.25041025688122,8.23333713171667,8.2176621975852,8.20320685352896,8.18977263124053,8.17715744704928,8.1651681768168,8.15362884796292,8.14238481145797,8.13130380719862,8.12027495527378,8.10920657144363,8.09802347565529,8.08666423584732,8.07507860965723,8.06322532380356,8.05107025881411,8.03858507504855,8.02574631580191,8.0125350497775,7.99893716811871,7.98494453499016,7.97055731443497,7.95578797217456,7.94066768979788,7.9252562248586,7.90965654435558,7.89403565172445,7.87865241263618,7.86389080901293,7.85029123967106,7.83856194494024,7.82954025861281,7.82407272012046,7.82281665142444,7.82603497988833,7.83350165642331,7.84458204608099,7.85843333971586,7.87420778061123,7.8911806518806,7.90879534085854,7.92665512059387,7.94449273575244,7.96213682207971,7.97948328000968,7.99647353200301,8.01307898941217,8.02929033319548,8.04511026370381,8.06054865467087,8.07561933786171,8.09033798067523,8.1047206915693,8.11878310827769,8.13253980516579,8.14600391043233,8.15918685992761,8.17209823823808,8.18474567352264,8.1971347631373,8.20926901416023,8.22114978770481,8.23277623913784,8.24414524847472,8.25525133659505,8.26608656367754,8.27664040648687,8.28689961089634,8.29684801530965,8.30646633943207,8.31573193109366,8.32461846146717,8.33309555592735,8.34112834377381,8.34867690479078,8.35569558369285,8.36213213422975,8.36792664207064,8.37301015800931,8.37730294815224,8.38071223188955,8.38312922578868,8.3844252327386,8.38444639532698,8.38300654470823,8.37987727667764,8.374773897212,8.36733506062206,8.35709252264071,8.34342500307588,8.32548599750915,8.30208895589007,8.27152824598909,8.23134832252445,8.17844119087328,8.11287984373062,8.06579404287691,8.11676137032183
8.5342383906225,8.50235536828329,8.4707586470423,8.43959647558933,8.40904782291553,8.37932140394987,8.35064995900541,8.32327810829468,8.29744306352121,8.27334952097246,8.25114281729775,8.23088667997415,8.21255202554585,8.19602044720997,8.18110133031371,8.16755737182218,8.15513169157881,8.14357094350484,8.13264153969685,8.12213869757497,8.11188962729731,8.10175272959109,8.09161453373939,8.08138567222485,8.07099672810682,8.06039442374095,8.04953837113124,8.03839845837414,8.02695287544515,8.01518676133066,8.00309146609792,7.99066445617577,7.97790994486448,7.96484040261426,7.95147919390995,7.93786469803295,7.92405638757744,7.91014342370799,7.89625628865554,7.88258162112726,7.86937940381815,7.85699948523821,7.84589073064936,7.83659148454478,7.82968755273111,7.82572978233348,7.82512273759245,7.82802250113123,7.83429231981829,7.84354043952502,7.85521943376397,7.86873896161683,7.883551916219,7.89920014004023,7.91532644485792,7.93166662623015,7.94803315731968,7.96429766694753,7.98037549752148,7.99621334764888,8.01177990355487,8.02705895959137,8.04204446199797,8.05673697806732,8.07114119651739,8.08526416342371,8.09911403848705,8.11269921744125,8.12602771092799,8.13910670193676,8.15194222632462,8.16453893668547,8.17689992093406,8.18902655483059,8.20091837328412,8.21257294929545,8.22398577226654,8.23515011937798,8.24605691498468,8.25669457358603,8.26704882193586,8.27710249527801,8.28683530151328,8.29622354528119,8.30523980140379,8.31385252375934,8.32202557122446,8.32971762651168,8.33688147601993,8.34346310840641,8.34940057525443,8.35462253705058,8.3590463887273,8.36257581654887,8.36509757444765,8.36647717026263,8.36655299876942,8.36512821007838,8.36195918757043,8.35673879242239,8.34907123759066,8.33843300051182,8.32410925098501,8.30508462329246,8.27984206422266,8.24595730284874,8.19917395654575,8.13088176214272,8.01903753465616,7.79417450952723,7.9726793034986
8.50607695633151,8.47298128648159,8.44008679523477,8.40755468880704,8.37558888463896,8.3444384399842,8.31439395378946,8.28577442815682,8.25890191738142,8.23406442812682,8.21147290481556,8.19122353258088,8.17327805884435,8.15746970670112,8.1435325189963,8.13114354249073,8.11996492455823,8.10967663162259,8.09999639431165,8.09068812546063,8.08156218093293,8.07247096461745,8.06330255988959,8.05397407972682,8.04442563023225,8.03461525839198,8.02451496014667,8.01410768594284,8.00338523547904,7.99234693921938,7.98099905669851,7.96935486790014,7.95743548821757,7.94527149682599,7.93290552916929,7.92039603804181,7.9078224540594,7.89529193290023,7.8829476857322,7.87097842570842,7.85962756539715,7.84919934830331,7.84005723855698,7.83260843263243,7.82726908344642,7.82440997172601,7.82429229867391,7.82701349187107,7.83248475878793,7.84045053858609,7.85054123349428,7.86233794735463,7.87542867694307,7.88944524316483,7.9040804862524,7.91909086956891,7.93429068621988,7.9495427233455,7.96474837735449,7.97983871439877,7.99476702192789,8.00950289320781,8.02402766556199,8.03833096629524,8.05240812647621,8.06625825711683,8.07988282273081,8.0932845843342,8.10646681458272,8.11943271171945,8.13218495724536,8.14472537590928,8.15705466684903,8.16917218239859,8.18107573688204,8.19276143211828,8.20422348967993,8.21545408238042,8.22644315912314,8.23717825819425,8.24764430434413,8.25782338458965,8.26769449657166,8.27723326149714,8.28641159112929,8.29519729486306,8.30355360846009,8.3114386202174,8.31880456272601,8.32559692818273,8.33175335127363,8.33720218413458,8.34186065997547,8.34563250114203,8.34840476643821,8.35004363945658,8.35038871408908,8.34924509957843,8.34637228055911,8.34146800513876,8.33414429494428,8.32389047534485,8.31001381501736,8.29153937130022,8.26703046675729,8.23424205657308,8.18938858894177,8.12545050992106,8.02864329255281,7.90491212459095,8.00387306083941
8.47815799571455,8.44374504920512,8.40941198241658,8.37532689589738,8.34171522643237,8.3088685802715,8.27714695544755,8.24696771745591,8.21877429564941,8.19298158578797,8.16990518786526,8.14969460819959,8.13229674134866,8.11746648615895,8.10481975860805,8.09390600104738,8.08427463398752,8.07552036233551,8.06730512171848,8.05936222424612,8.0514901354346,8.04354187309792,8.03541374606262,8.02703527993325,8.01836099447249,8.00936407769241,8.00003173929296,7.99036195652031,7.98036134636179,7.97004395394419,7.95943081172502,7.94855018670051,7.93743848953533,7.92614186817461,7.9147185451578,7.90324197316401,7.89180485852667,7.88052400503531,7.86954571144974,7.85905105632465,7.84925977996597,7.84043066646099,7.83285558013218,7.82684418089456,7.82269766174341,7.82067323298842,7.82094596005412,7.82357852453804,7.82850923409588,7.83556285949206,7.84448038931231,7.85495763087199,7.86668185322947,7.87935939096935,7.89273206558733,7.90658386213457,7.92074080397774,7.93506694624162,7.94945869455757,7.96383884039707,7.97815105421311,7.99235514770732,8.00642316922303,8.02033627292034,8.03408225301106,8.04765362444044,8.06104614000508,8.07425764938394,8.08728722211142,8.10013447160109,8.1127990301095,8.12528013500029,8.1375762951309,8.14968501301547,8.16160254394504,8.17332367771977,8.1848415322282,8.19614735088635,8.20723029796696,8.21807724711627,8.22867255887477,8.23899784278662,8.24903169870366,8.25874943016739,8.26812272027701,8.27711925718339,8.28570229218885,8.29383010818028,8.30145536943471,8.30852431514639,8.3149757474595,8.32073974901506,8.32573604301539,8.3298718775085,8.33303927029155,8.33511138422188,8.33593770331182,8.33533752953202,8.33309108976369,8.32892718647502,8.32250577756199,8.31339304967947,8.30102543867561,8.28465809716395,8.2632952717109,8.23561869626611,8.20003364464029,8.1554914890341,8.10636337210933,8.08004142066908,8.12130737159899
8.45061861609977,8.41479036345278,8.37887638921567,8.34304022282303,8.30751876639485,8.27264191755306,8.23884736670179,8.20667942377033,8.17675608316796,8.14969092536211,8.12597402628498,8.10584738765744,8.08923255466271,8.07575108429738,8.06482651918901,8.05581447178722,8.04810830168936,8.04119801622651,8.03468767847885,8.02828749539694,8.02179520118784,8.01507576434537,8.00804360430471,8.00064857995979,7.9928656247104,7.98468740945045,7.9761193474949,7.96717635222293,7.95788089573561,7.94826204583738,7.93835526443385,7.92820283204153,7.91785482342435,7.90737060052362,7.89682080972409,7.88628986502083,7.8758788543653,7.86570870414791,7.85592325321278,7.84669160588992,7.83820876513485,7.83069317141661,7.82437958114563,7.81950601984696,7.8162946652026,7.8149285227093,7.81552812178398,7.81813398706015,7.82270005649409,7.82910023798822,7.83714618795304,7.84661124665418,7.85725466861171,7.86884168755667,7.88115732514598,7.89401395015683,7.90725382086332,7.92074822221996,7.93439465484238,7.94811316199769,7.9618424974432,7.97553653096253,7.98916107803694,8.0026912108234,8.01610903637288,8.02940189391194,8.0425609106021,8.05557985436848,8.06845422706461,8.08118054804375,8.09375578543207,8.1061768992878,8.11844046711633,8.13054236784254,8.14247750533906,8.15423955698864,8.16582073651095,8.17721156337022,8.18840063344564,8.19937438723912,8.21011687267408,8.22060949949379,8.23083078141444,8.24075606056998,8.25035720645984,8.25960227862722,8.26845513867391,8.27687499291423,8.28481584185124,8.29222580646384,8.29904629361287,8.30521095311812,8.3106443664428,8.31526039048812,8.31896005872604,8.32162891506193,8.32313362402448,8.32331766873166,8.32199593108248,8.31894799097815,8.31391020259209,8.3065673257324,8.29654657567652,8.28342280523163,8.26675994707976,8.2462601550515,8.22221942940592,8.19678517119502,8.17672385828875,8.17571193026664,8.20576767949019
